product_no,product_name,store,product_store_id,sales,promotion,date
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,59,1,18/09/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,42,1,18/09/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,46,1,18/09/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,31,1,18/09/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,37,1,18/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,45,0,18/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,37,0,18/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,4,0,18/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,53,0,18/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,12,0,18/09/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,39,1,18/09/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,12,0,25/09/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,18,0,25/09/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,10,0,25/09/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,15,0,25/09/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,14,0,25/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,40,0,25/09/13
3,KELLOGGS COCO POPS   650G,e,3e,80,1,25/09/13
3,KELLOGGS COCO POPS   650G,b,3b,65,1,25/09/13
3,KELLOGGS COCO POPS   650G,c,3c,28,1,25/09/13
3,KELLOGGS COCO POPS   650G,d,3d,66,1,25/09/13
3,KELLOGGS COCO POPS   650G,a,3a,144,1,25/09/13
5,FERRERO ROCHER      16PK 200G,a,5a,13,0,25/09/13
5,FERRERO ROCHER      16PK 200G,d,5d,9,0,25/09/13
5,FERRERO ROCHER      16PK 200G,e,5e,7,0,25/09/13
5,FERRERO ROCHER      16PK 200G,b,5b,6,0,25/09/13
5,FERRERO ROCHER      16PK 200G,c,5c,5,0,25/09/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,8,0,25/09/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,20,0,25/09/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,35,0,25/09/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,32,0,25/09/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,24,0,25/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,10,0,25/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,52,0,25/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,44,0,25/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,63,0,25/09/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,34,1,25/09/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,51,1,25/09/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,51,1,25/09/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,24,1,25/09/13
7,COCA COLA 2L,d,7d,534,1,25/09/13
7,COCA COLA 2L,a,7a,710,1,25/09/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,140,1,25/09/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,284,1,25/09/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,55,1,25/09/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,499,1,25/09/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,156,1,25/09/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,36,1,25/09/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,44,1,25/09/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,32,1,25/09/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,58,1,25/09/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,72,1,25/09/13
7,COCA COLA 2L,e,7e,581,1,25/09/13
7,COCA COLA 2L,b,7b,467,1,25/09/13
7,COCA COLA 2L,c,7c,186,1,25/09/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,330,1,02/10/13
5,FERRERO ROCHER      16PK 200G,b,5b,6,0,02/10/13
5,FERRERO ROCHER      16PK 200G,c,5c,3,0,02/10/13
5,FERRERO ROCHER      16PK 200G,e,5e,14,0,02/10/13
5,FERRERO ROCHER      16PK 200G,a,5a,7,0,02/10/13
5,FERRERO ROCHER      16PK 200G,d,5d,9,0,02/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,6,0,02/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,24,0,02/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,18,0,02/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,19,0,02/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,22,0,02/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,22,0,02/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,11,0,02/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,6,0,02/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,20,0,02/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,32,0,02/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,21,0,02/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,3,0,02/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,25,0,02/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,33,0,02/10/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,32,0,02/10/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,7,0,02/10/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,29,0,02/10/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,19,0,02/10/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,33,0,02/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,303,1,02/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,64,1,02/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,224,1,02/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,291,1,02/10/13
3,KELLOGGS COCO POPS   650G,e,3e,69,1,02/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,24,1,02/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,43,1,02/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,29,1,02/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,30,1,02/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,37,0,02/10/13
7,COCA COLA 2L,e,7e,311,1,02/10/13
7,COCA COLA 2L,d,7d,250,1,02/10/13
7,COCA COLA 2L,c,7c,56,1,02/10/13
7,COCA COLA 2L,b,7b,342,1,02/10/13
7,COCA COLA 2L,a,7a,345,1,02/10/13
3,KELLOGGS COCO POPS   650G,b,3b,29,1,02/10/13
3,KELLOGGS COCO POPS   650G,d,3d,30,1,02/10/13
3,KELLOGGS COCO POPS   650G,c,3c,15,1,02/10/13
3,KELLOGGS COCO POPS   650G,a,3a,80,1,02/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,48,1,09/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,53,1,09/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,28,1,09/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,54,1,09/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,41,1,09/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,30,0,09/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,29,0,09/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,13,0,09/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,37,0,09/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,49,0,09/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,73,0,09/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,50,0,09/10/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,48,1,09/10/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,101,1,09/10/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,36,1,09/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,32,1,09/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,40,1,09/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,54,1,09/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,34,1,09/10/13
7,COCA COLA 2L,e,7e,487,1,09/10/13
7,COCA COLA 2L,b,7b,724,1,09/10/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,100,1,09/10/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,97,1,09/10/13
7,COCA COLA 2L,c,7c,167,1,09/10/13
7,COCA COLA 2L,d,7d,493,1,09/10/13
7,COCA COLA 2L,a,7a,552,1,09/10/13
5,FERRERO ROCHER      16PK 200G,b,5b,2,0,09/10/13
5,FERRERO ROCHER      16PK 200G,c,5c,7,0,09/10/13
5,FERRERO ROCHER      16PK 200G,a,5a,11,0,09/10/13
5,FERRERO ROCHER      16PK 200G,d,5d,24,0,09/10/13
5,FERRERO ROCHER      16PK 200G,e,5e,9,0,09/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,31,0,09/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,19,0,09/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,5,0,09/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,27,0,09/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,28,0,09/10/13
3,KELLOGGS COCO POPS   650G,c,3c,6,0,09/10/13
3,KELLOGGS COCO POPS   650G,b,3b,21,0,09/10/13
3,KELLOGGS COCO POPS   650G,d,3d,10,0,09/10/13
3,KELLOGGS COCO POPS   650G,e,3e,19,0,09/10/13
3,KELLOGGS COCO POPS   650G,a,3a,23,0,09/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,5,0,09/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,26,0,09/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,24,0,09/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,19,1,16/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,21,1,16/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,32,1,16/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,23,1,16/10/13
3,KELLOGGS COCO POPS   650G,c,3c,3,0,16/10/13
3,KELLOGGS COCO POPS   650G,a,3a,18,0,16/10/13
3,KELLOGGS COCO POPS   650G,e,3e,15,0,16/10/13
3,KELLOGGS COCO POPS   650G,d,3d,15,0,16/10/13
3,KELLOGGS COCO POPS   650G,b,3b,9,0,16/10/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,17,0,16/10/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,46,0,16/10/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,28,0,16/10/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,35,0,16/10/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,33,0,16/10/13
5,FERRERO ROCHER      16PK 200G,c,5c,6,0,16/10/13
5,FERRERO ROCHER      16PK 200G,d,5d,9,0,16/10/13
5,FERRERO ROCHER      16PK 200G,b,5b,3,0,16/10/13
5,FERRERO ROCHER      16PK 200G,a,5a,10,0,16/10/13
5,FERRERO ROCHER      16PK 200G,e,5e,7,0,16/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,24,1,16/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,57,1,16/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,47,1,16/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,46,1,16/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,50,1,16/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,247,1,16/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,492,1,16/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,118,1,16/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,40,1,16/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,103,1,16/10/13
7,COCA COLA 2L,a,7a,107,0,16/10/13
7,COCA COLA 2L,c,7c,24,0,16/10/13
7,COCA COLA 2L,b,7b,67,0,16/10/13
7,COCA COLA 2L,d,7d,105,0,16/10/13
7,COCA COLA 2L,e,7e,120,0,16/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,5,0,16/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,54,0,16/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,31,0,16/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,65,0,16/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,79,0,16/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,5,0,16/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,22,0,16/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,27,0,16/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,13,0,16/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,22,0,16/10/13
7,COCA COLA 2L,d,7d,434,1,23/10/13
7,COCA COLA 2L,a,7a,743,1,23/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,13,0,23/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,27,0,23/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,15,0,23/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,6,0,23/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,35,0,23/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,17,0,23/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,21,0,23/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,10,0,23/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,13,0,23/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,4,0,23/10/13
7,COCA COLA 2L,c,7c,149,1,23/10/13
7,COCA COLA 2L,b,7b,399,1,23/10/13
7,COCA COLA 2L,e,7e,400,1,23/10/13
3,KELLOGGS COCO POPS   650G,b,3b,17,0,23/10/13
3,KELLOGGS COCO POPS   650G,a,3a,31,0,23/10/13
3,KELLOGGS COCO POPS   650G,d,3d,18,0,23/10/13
3,KELLOGGS COCO POPS   650G,c,3c,2,0,23/10/13
3,KELLOGGS COCO POPS   650G,e,3e,18,0,23/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,20,1,23/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,19,1,23/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,37,1,23/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,21,1,23/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,41,0,23/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,63,0,23/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,48,0,23/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,9,0,23/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,47,0,23/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,11,0,23/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,30,0,23/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,26,0,23/10/13
5,FERRERO ROCHER      16PK 200G,d,5d,6,0,23/10/13
5,FERRERO ROCHER      16PK 200G,b,5b,2,0,23/10/13
5,FERRERO ROCHER      16PK 200G,a,5a,2,0,23/10/13
5,FERRERO ROCHER      16PK 200G,c,5c,3,0,23/10/13
5,FERRERO ROCHER      16PK 200G,e,5e,5,0,23/10/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,8,0,23/10/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,27,0,23/10/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,28,0,23/10/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,25,0,23/10/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,32,0,23/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,22,0,23/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,31,0,23/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,25,0,30/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,21,0,30/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,5,0,30/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,29,0,30/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,210,1,30/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,185,1,30/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,47,1,30/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,340,1,30/10/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,179,1,30/10/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,26,0,30/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,56,1,30/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,26,1,30/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,43,1,30/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,54,1,30/10/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,68,1,30/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,30,0,30/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,38,0,30/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,24,0,30/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,6,0,30/10/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,29,0,30/10/13
7,COCA COLA 2L,c,7c,31,0,30/10/13
7,COCA COLA 2L,e,7e,73,0,30/10/13
7,COCA COLA 2L,b,7b,88,0,30/10/13
7,COCA COLA 2L,a,7a,112,0,30/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,15,1,30/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,24,1,30/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,32,1,30/10/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,17,1,30/10/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,25,0,30/10/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,40,0,30/10/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,30,0,30/10/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,13,0,30/10/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,35,0,30/10/13
3,KELLOGGS COCO POPS   650G,e,3e,48,1,30/10/13
3,KELLOGGS COCO POPS   650G,c,3c,12,1,30/10/13
3,KELLOGGS COCO POPS   650G,b,3b,42,1,30/10/13
3,KELLOGGS COCO POPS   650G,d,3d,44,1,30/10/13
3,KELLOGGS COCO POPS   650G,a,3a,75,1,30/10/13
5,FERRERO ROCHER      16PK 200G,d,5d,7,0,30/10/13
5,FERRERO ROCHER      16PK 200G,a,5a,7,0,30/10/13
5,FERRERO ROCHER      16PK 200G,e,5e,11,0,30/10/13
5,FERRERO ROCHER      16PK 200G,b,5b,10,0,30/10/13
5,FERRERO ROCHER      16PK 200G,c,5c,1,0,30/10/13
7,COCA COLA 2L,d,7d,77,0,30/10/13
7,COCA COLA 2L,e,7e,455,1,06/11/13
7,COCA COLA 2L,b,7b,330,1,06/11/13
7,COCA COLA 2L,c,7c,163,1,06/11/13
7,COCA COLA 2L,d,7d,426,1,06/11/13
7,COCA COLA 2L,a,7a,670,1,06/11/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,51,1,06/11/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,49,1,06/11/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,14,1,06/11/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,50,1,06/11/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,55,1,06/11/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,48,1,06/11/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,29,1,06/11/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,30,1,06/11/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,44,1,06/11/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,1228,1,06/11/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,778,1,06/11/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,22,0,06/11/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,17,0,06/11/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,8,0,06/11/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,25,0,06/11/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,20,0,06/11/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,56,0,06/11/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,742,1,06/11/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,1026,1,06/11/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,106,1,06/11/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,34,0,06/11/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,49,0,06/11/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,14,0,06/11/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,68,0,06/11/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,42,0,06/11/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,26,0,06/11/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,10,0,06/11/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,23,0,06/11/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,40,0,06/11/13
3,KELLOGGS COCO POPS   650G,a,3a,32,0,06/11/13
3,KELLOGGS COCO POPS   650G,c,3c,3,0,06/11/13
3,KELLOGGS COCO POPS   650G,b,3b,27,0,06/11/13
3,KELLOGGS COCO POPS   650G,d,3d,12,0,06/11/13
3,KELLOGGS COCO POPS   650G,e,3e,14,0,06/11/13
5,FERRERO ROCHER      16PK 200G,d,5d,16,0,06/11/13
5,FERRERO ROCHER      16PK 200G,b,5b,23,0,06/11/13
5,FERRERO ROCHER      16PK 200G,c,5c,2,0,06/11/13
5,FERRERO ROCHER      16PK 200G,e,5e,12,0,06/11/13
5,FERRERO ROCHER      16PK 200G,a,5a,12,0,06/11/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,b,9b,20,0,13/11/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,d,9d,38,0,13/11/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,a,9a,16,0,13/11/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,c,9c,6,0,13/11/13
9,KLEENEX COTTONELLE  WHITE 8 PACK,e,9e,40,0,13/11/13
6,SIRENA TUNA IN OIL  CHILLI 95G,b,6b,33,0,13/11/13
10,THINS CHIPS LIGHT&  TANGY 175G,e,10e,59,1,13/11/13
10,THINS CHIPS LIGHT&  TANGY 175G,c,10c,13,1,13/11/13
10,THINS CHIPS LIGHT&  TANGY 175G,b,10b,41,1,13/11/13
10,THINS CHIPS LIGHT&  TANGY 175G,d,10d,52,1,13/11/13
10,THINS CHIPS LIGHT&  TANGY 175G,a,10a,57,1,13/11/13
7,COCA COLA 2L,a,7a,145,0,13/11/13
7,COCA COLA 2L,d,7d,75,0,13/11/13
7,COCA COLA 2L,c,7c,11,0,13/11/13
7,COCA COLA 2L,e,7e,98,0,13/11/13
2,SAN REMO PASTA NO18 PENNE 500G,b,2b,26,0,13/11/13
3,KELLOGGS COCO POPS   650G,e,3e,13,0,13/11/13
3,KELLOGGS COCO POPS   650G,d,3d,10,0,13/11/13
3,KELLOGGS COCO POPS   650G,b,3b,16,0,13/11/13
3,KELLOGGS COCO POPS   650G,a,3a,18,0,13/11/13
3,KELLOGGS COCO POPS   650G,c,3c,1,0,13/11/13
7,COCA COLA 2L,b,7b,55,0,13/11/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,e,1e,37,1,13/11/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,b,1b,33,1,13/11/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,d,1d,93,1,13/11/13
1,YOPLAIT YOGURT      STRAWBERRY 1KG,a,1a,16,1,13/11/13
5,FERRERO ROCHER      16PK 200G,a,5a,13,0,13/11/13
5,FERRERO ROCHER      16PK 200G,e,5e,15,0,13/11/13
5,FERRERO ROCHER      16PK 200G,d,5d,23,0,13/11/13
5,FERRERO ROCHER      16PK 200G,b,5b,14,0,13/11/13
5,FERRERO ROCHER      16PK 200G,c,5c,12,0,13/11/13
6,SIRENA TUNA IN OIL  CHILLI 95G,a,6a,36,0,13/11/13
6,SIRENA TUNA IN OIL  CHILLI 95G,c,6c,8,0,13/11/13
6,SIRENA TUNA IN OIL  CHILLI 95G,e,6e,54,0,13/11/13
6,SIRENA TUNA IN OIL  CHILLI 95G,d,6d,55,0,13/11/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,b,4b,0,0,13/11/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,d,4d,9,0,13/11/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,e,4e,5,0,13/11/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,c,4c,0,0,13/11/13
4,LEGGOS PASTA SAUCE  BOLOGNESE 575G,a,4a,0,0,13/11/13
2,SAN REMO PASTA NO18 PENNE 500G,a,2a,39,0,13/11/13
2,SAN REMO PASTA NO18 PENNE 500G,e,2e,29,0,13/11/13
2,SAN REMO PASTA NO18 PENNE 500G,c,2c,10,0,13/11/13
2,SAN REMO PASTA NO18 PENNE 500G,d,2d,39,0,13/11/13
